menu_row_id,original_date,normalized_date,original_meal,normalized_meal,hostel_scope,original_dish,canonical_dish,is_dessert_flag,provenance_notes
432,2026-10-22,2026-10-22,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
433,2026-10-22,2026-10-22,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
434,2026-10-22,2026-10-22,Lunch,LUNCH,COMMON,Kadhi Pakora,Kadhi Pakora,False,CANONICAL_MAPPING
435,2026-10-22,2026-10-22,Lunch,LUNCH,COMMON,Aloo Cabbage Matar,Aloo Cabbage Matar,False,DIRECT_MENU_ITEM
436,2026-10-22,2026-10-22,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
437,2026-10-22,2026-10-22,Lunch,LUNCH,COMMON,Fryums,Fryums,False,DIRECT_MENU_ITEM
438,2026-10-22,2026-10-22,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
439,2026-10-22,2026-10-22,E-Tea,E_TEA,COMMON,Cream Roll,Cream Roll,False,DIRECT_MENU_ITEM
440,2026-10-22,2026-10-22,E-Tea,E_TEA,COMMON,Coffee,Coffee,False,DIRECT_MENU_ITEM
441,2026-10-22,2026-10-22,Girls Hostel,E_TEA,GIRLS_HOSTEL,Biscuit,Biscuit,False,DIRECT_MENU_ITEM
442,2026-10-22,2026-10-22,Girls Hostel,E_TEA,GIRLS_HOSTEL,Coffee,Coffee,False,DIRECT_MENU_ITEM
443,2026-10-22,2026-10-22,Dinner,DINNER,COMMON,Sabut Masoor Dal Palak Corn,Sabut Masoor,False,COMPOUND_SPLIT_PRIMARY
444,2026-10-22,2026-10-22,Dinner,DINNER,COMMON,Sabut Masoor Dal Palak Corn,Palak Corn,False,COMPOUND_SPLIT_SECONDARY
445,2026-10-22,2026-10-22,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
446,2026-10-22,2026-10-22,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
447,2026-10-22,2026-10-22,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
448,2026-10-22,2026-10-22,Dessert,DINNER,COMMON,Besan Ka Halwa,Besan Ka Halwa,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
449,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Sweet Dalia,Sweet Dalia,False,DIRECT_MENU_ITEM
450,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Boiled Egg,Boiled Egg,False,DIRECT_MENU_ITEM
451,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Banana,Banana,False,DIRECT_MENU_ITEM
452,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Fat Spread,Fat Spread,False,DIRECT_MENU_ITEM
453,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Jam,Jam,False,DIRECT_MENU_ITEM
454,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Bread,Bread,False,DIRECT_MENU_ITEM
455,2026-10-23,2026-10-23,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
456,2026-10-23,2026-10-23,Lunch,LUNCH,COMMON,Mix Dal,Mix Dal Amritsari,False,CANONICAL_MAPPING
457,2026-10-23,2026-10-23,Lunch,LUNCH,COMMON,Aloo Capsicum Masala,Aloo Capsicum,False,CANONICAL_MAPPING
458,2026-10-23,2026-10-23,Lunch,LUNCH,COMMON,Chass,Chaas,False,SPELLING_NORMALISATION
459,2026-10-23,2026-10-23,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
460,2026-10-23,2026-10-23,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
461,2026-10-23,2026-10-23,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
462,2026-10-23,2026-10-23,E-Tea,E_TEA,COMMON,Bread Pakora,Bread Pakora,False,DIRECT_MENU_ITEM
463,2026-10-23,2026-10-23,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
464,2026-10-23,2026-10-23,Girls Hostel,E_TEA,GIRLS_HOSTEL,Jhal Muri,Jhal Muri,False,DIRECT_MENU_ITEM
465,2026-10-23,2026-10-23,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
466,2026-10-23,2026-10-23,Dinner,DINNER,COMMON,White Chana,White Chana,False,DIRECT_MENU_ITEM
467,2026-10-23,2026-10-23,Dinner,DINNER,COMMON,Khata Mitha Kaddu,Khata Mitha Kaddu,False,DIRECT_MENU_ITEM
468,2026-10-23,2026-10-23,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
469,2026-10-23,2026-10-23,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
470,2026-10-23,2026-10-23,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
471,2026-10-24,2026-10-24,Breakfast,BREAKFAST,COMMON,Stuffed Paratha,Stuffed Paratha,False,DIRECT_MENU_ITEM
472,2026-10-24,2026-10-24,Breakfast,BREAKFAST,COMMON,Curd,Plain Curd,False,CANONICAL_MAPPING
473,2026-10-24,2026-10-24,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
474,2026-10-24,2026-10-24,Breakfast,BREAKFAST,COMMON,Fat Spread,Fat Spread,False,DIRECT_MENU_ITEM
475,2026-10-24,2026-10-24,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
476,2026-10-24,2026-10-24,Lunch,LUNCH,COMMON,Black Dal Fry,Black Dal Tadka,False,CANONICAL_MAPPING
477,2026-10-24,2026-10-24,Lunch,LUNCH,COMMON,Mix Veg,Mix Veg,False,DIRECT_MENU_ITEM
478,2026-10-24,2026-10-24,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
479,2026-10-24,2026-10-24,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
480,2026-10-24,2026-10-24,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
481,2026-10-24,2026-10-24,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
482,2026-10-24,2026-10-24,E-Tea,E_TEA,COMMON,Jhal Muri,Jhal Muri,False,DIRECT_MENU_ITEM
483,2026-10-24,2026-10-24,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
484,2026-10-24,2026-10-24,Girls Hostel,E_TEA,GIRLS_HOSTEL,Bread Pakora,Bread Pakora,False,DIRECT_MENU_ITEM
485,2026-10-24,2026-10-24,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
486,2026-10-24,2026-10-24,Dinner,DINNER,COMMON,Dal Palak,Dal Palak,False,CANONICAL_MAPPING
487,2026-10-24,2026-10-24,Dinner,DINNER,COMMON,Nutry Masala,Nutry Masala,False,CANONICAL_MAPPING
488,2026-10-24,2026-10-24,Dinner,DINNER,COMMON,Rice,Plain Rice,False,CANONICAL_MAPPING
489,2026-10-24,2026-10-24,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
490,2026-10-24,2026-10-24,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
491,2026-10-24,2026-10-24,Dessert,DINNER,COMMON,Kesari Kheer,Kesari Kheer,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
492,2026-10-25,2026-10-25,Breakfast,BREAKFAST,COMMON,Chole Bhature,Chole Bhature,False,DIRECT_MENU_ITEM
493,2026-10-25,2026-10-25,Breakfast,BREAKFAST,COMMON,Green Chilli,Green Chilli,False,DIRECT_MENU_ITEM
494,2026-10-25,2026-10-25,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
495,2026-10-25,2026-10-25,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
496,2026-10-25,2026-10-25,Breakfast,BREAKFAST,COMMON,Onion,Onion,False,DIRECT_MENU_ITEM
497,2026-10-25,2026-10-25,Lunch,LUNCH,COMMON,Veg Biryani,Veg Biryani,False,CANONICAL_MAPPING
498,2026-10-25,2026-10-25,Lunch,LUNCH,COMMON,Tam Aloo,Dum Aloo,False,SPELLING_NORMALISATION
499,2026-10-25,2026-10-25,Lunch,LUNCH,COMMON,Mix Raita,Mix Raita,False,CANONICAL_MAPPING
500,2026-10-25,2026-10-25,Lunch,LUNCH,COMMON,Chana Peanut Salad,Chana Peanut Salad,False,DIRECT_MENU_ITEM
501,2026-10-25,2026-10-25,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
502,2026-10-25,2026-10-25,E-Tea,E_TEA,COMMON,Mathi,Mathi,False,DIRECT_MENU_ITEM
503,2026-10-25,2026-10-25,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
504,2026-10-25,2026-10-25,Girls Hostel,E_TEA,GIRLS_HOSTEL,Chips,Chips,False,DIRECT_MENU_ITEM
505,2026-10-25,2026-10-25,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
506,2026-10-25,2026-10-25,Dinner,DINNER,COMMON,Paneer Chettinad,Paneer Chettinad,False,DIRECT_MENU_ITEM
507,2026-10-25,2026-10-25,Dinner,DINNER,COMMON,Egg Bhurji,Egg Bhurji,False,DIRECT_MENU_ITEM
508,2026-10-25,2026-10-25,Dinner,DINNER,COMMON,Moong Sabut,Moong Sabut,False,CANONICAL_MAPPING
509,2026-10-25,2026-10-25,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
510,2026-10-25,2026-10-25,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
511,2026-10-25,2026-10-25,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
512,2026-10-26,2026-10-26,Breakfast,BREAKFAST,COMMON,Pav Bhaji,Pav Bhaji,False,DIRECT_MENU_ITEM
513,2026-10-26,2026-10-26,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
514,2026-10-26,2026-10-26,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
515,2026-10-26,2026-10-26,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
516,2026-10-26,2026-10-26,Lunch,LUNCH,COMMON,Rajmah Ghiya Masala,Rajmah,False,COMPOUND_SPLIT_PRIMARY
517,2026-10-26,2026-10-26,Lunch,LUNCH,COMMON,Rajmah Ghiya Masala,Ghiya Masala,False,COMPOUND_SPLIT_SECONDARY
518,2026-10-26,2026-10-26,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
519,2026-10-26,2026-10-26,Lunch,LUNCH,COMMON,Jeera Raita,Jeera Raita,False,CANONICAL_MAPPING
520,2026-10-26,2026-10-26,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
521,2026-10-26,2026-10-26,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
522,2026-10-26,2026-10-26,E-Tea,E_TEA,COMMON,Chips,Chips,False,DIRECT_MENU_ITEM
523,2026-10-26,2026-10-26,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
524,2026-10-26,2026-10-26,Girls Hostel,E_TEA,GIRLS_HOSTEL,Mathi,Mathi,False,DIRECT_MENU_ITEM
525,2026-10-26,2026-10-26,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
526,2026-10-26,2026-10-26,Dinner,DINNER,COMMON,Black Chana Aloo Cabbage Matar,Black Chana,False,COMPOUND_SPLIT_PRIMARY
527,2026-10-26,2026-10-26,Dinner,DINNER,COMMON,Black Chana Aloo Cabbage Matar,Aloo Cabbage Matar,False,COMPOUND_SPLIT_SECONDARY
528,2026-10-26,2026-10-26,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
529,2026-10-26,2026-10-26,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
530,2026-10-26,2026-10-26,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
531,2026-10-27,2026-10-27,Breakfast,BREAKFAST,COMMON,Namkeen Seviyan,Namkeen Seviyan,False,DIRECT_MENU_ITEM
532,2026-10-27,2026-10-27,Breakfast,BREAKFAST,COMMON,Masala Aloo,Masala Aloo,False,DIRECT_MENU_ITEM
533,2026-10-27,2026-10-27,Breakfast,BREAKFAST,COMMON,Sandwich,Sandwich,False,DIRECT_MENU_ITEM
534,2026-10-27,2026-10-27,Breakfast,BREAKFAST,COMMON,Tomato Ketchup,Tomato Ketchup,False,CANONICAL_MAPPING
535,2026-10-27,2026-10-27,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
536,2026-10-27,2026-10-27,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
537,2026-10-27,2026-10-27,Lunch,LUNCH,COMMON,Panchmail Dal,Panchmail Dal,False,CANONICAL_MAPPING
538,2026-10-27,2026-10-27,Lunch,LUNCH,COMMON,Veg Korma,Veg Korma,False,DIRECT_MENU_ITEM
539,2026-10-27,2026-10-27,Lunch,LUNCH,COMMON,Jeera Rice,Jeera Rice,False,CANONICAL_MAPPING
540,2026-10-27,2026-10-27,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
541,2026-10-27,2026-10-27,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
542,2026-10-27,2026-10-27,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
543,2026-10-27,2026-10-27,E-Tea,E_TEA,COMMON,Muffin,Muffin,False,DIRECT_MENU_ITEM
544,2026-10-27,2026-10-27,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
545,2026-10-27,2026-10-27,Girls Hostel,E_TEA,GIRLS_HOSTEL,Muffin,Muffin,False,DIRECT_MENU_ITEM
546,2026-10-27,2026-10-27,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
547,2026-10-27,2026-10-27,Dinner,DINNER,COMMON,Dal Makhani,Dal Makhani,False,CANONICAL_MAPPING
548,2026-10-27,2026-10-27,Dinner,DINNER,COMMON,Amritsari Badi,Amritsari Badi,False,DIRECT_MENU_ITEM
549,2026-10-27,2026-10-27,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
550,2026-10-27,2026-10-27,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
551,2026-10-27,2026-10-27,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
552,2026-10-27,2026-10-27,Dessert,DINNER,COMMON,Gulab Jamun,Gulab Jamun,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
553,2026-10-28,2026-10-28,Breakfast,BREAKFAST,COMMON,Poha,Poha,False,DIRECT_MENU_ITEM
554,2026-10-28,2026-10-28,Breakfast,BREAKFAST,COMMON,Besan Chilla,Besan Chilla,False,DIRECT_MENU_ITEM
555,2026-10-28,2026-10-28,Breakfast,BREAKFAST,COMMON,Chutney,Chutney,False,DIRECT_MENU_ITEM
556,2026-10-28,2026-10-28,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
557,2026-10-28,2026-10-28,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
558,2026-10-28,2026-10-28,Lunch,LUNCH,COMMON,Dal Maratha,Dal Maratha,False,CANONICAL_MAPPING
559,2026-10-28,2026-10-28,Lunch,LUNCH,COMMON,Dahi Aloo,Dahi Aloo,False,DIRECT_MENU_ITEM
560,2026-10-28,2026-10-28,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
561,2026-10-28,2026-10-28,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
562,2026-10-28,2026-10-28,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
563,2026-10-28,2026-10-28,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
564,2026-10-28,2026-10-28,E-Tea,E_TEA,COMMON,Mix Pakora,Mix Pakora,False,DIRECT_MENU_ITEM
565,2026-10-28,2026-10-28,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
566,2026-10-28,2026-10-28,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea Cake,Tea Cake,False,DIRECT_MENU_ITEM
567,2026-10-28,2026-10-28,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
568,2026-10-28,2026-10-28,Dinner,DINNER,COMMON,Chicken Kohlapuri,Chicken Kolhapuri,False,SPELLING_NORMALISATION
569,2026-10-28,2026-10-28,Dinner,DINNER,COMMON,Paneer Butter Masala,Paneer Butter Masala,False,DIRECT_MENU_ITEM
570,2026-10-28,2026-10-28,Dinner,DINNER,COMMON,Lobiya Dal,Lobiya Dal,False,CANONICAL_MAPPING
571,2026-10-28,2026-10-28,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
572,2026-10-28,2026-10-28,Dinner,DINNER,COMMON,Sirca Onion,Sirca Onion,False,DIRECT_MENU_ITEM
573,2026-10-28,2026-10-28,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
574,2026-10-29,2026-10-29,Breakfast,BREAKFAST,COMMON,Poori,Poori,False,DIRECT_MENU_ITEM
575,2026-10-29,2026-10-29,Breakfast,BREAKFAST,COMMON,Aloo Bhaji,Aloo Bhaji,False,DIRECT_MENU_ITEM
576,2026-10-29,2026-10-29,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
577,2026-10-29,2026-10-29,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
578,2026-10-29,2026-10-29,Lunch,LUNCH,COMMON,Aloo Onion Kadhi,Aloo Onion Kadhi,False,CANONICAL_MAPPING
579,2026-10-29,2026-10-29,Lunch,LUNCH,COMMON,Aloo Jeera,Jeera Aloo,False,CANONICAL_MAPPING
580,2026-10-29,2026-10-29,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
581,2026-10-29,2026-10-29,Lunch,LUNCH,COMMON,Fryums,Fryums,False,DIRECT_MENU_ITEM
582,2026-10-29,2026-10-29,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
583,2026-10-29,2026-10-29,E-Tea,E_TEA,COMMON,Tea Cake,Tea Cake,False,DIRECT_MENU_ITEM
584,2026-10-29,2026-10-29,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
585,2026-10-29,2026-10-29,Girls Hostel,E_TEA,GIRLS_HOSTEL,Mix Pakora,Mix Pakora,False,DIRECT_MENU_ITEM
586,2026-10-29,2026-10-29,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
587,2026-10-29,2026-10-29,Dinner,DINNER,COMMON,White Chana,White Chana,False,DIRECT_MENU_ITEM
588,2026-10-29,2026-10-29,Dinner,DINNER,COMMON,Khata Mitha Kaddu,Khata Mitha Kaddu,False,DIRECT_MENU_ITEM
589,2026-10-29,2026-10-29,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
590,2026-10-29,2026-10-29,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
591,2026-10-29,2026-10-29,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
592,2026-10-29,2026-10-29,Dessert,DINNER,COMMON,Vermicelli Payasam,Vermicelli Payasam,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
593,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Sweet Dalia,Sweet Dalia,False,DIRECT_MENU_ITEM
594,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Omelette,Omelette,False,DIRECT_MENU_ITEM
595,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Banana,Banana,False,DIRECT_MENU_ITEM
596,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Fat Spread,Fat Spread,False,DIRECT_MENU_ITEM
597,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Jam,Jam,False,DIRECT_MENU_ITEM
598,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Bread,Bread,False,DIRECT_MENU_ITEM
599,2026-10-30,2026-10-30,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
600,2026-10-30,2026-10-30,Lunch,LUNCH,COMMON,Yellow Dal Tadka,Yellow Dal Tadka,False,CANONICAL_MAPPING
601,2026-10-30,2026-10-30,Lunch,LUNCH,COMMON,Mix Veg,Mix Veg,False,DIRECT_MENU_ITEM
602,2026-10-30,2026-10-30,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
603,2026-10-30,2026-10-30,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
604,2026-10-30,2026-10-30,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
605,2026-10-30,2026-10-30,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
606,2026-10-30,2026-10-30,E-Tea,E_TEA,COMMON,Samosa,Samosa,False,DIRECT_MENU_ITEM
607,2026-10-30,2026-10-30,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
608,2026-10-30,2026-10-30,Girls Hostel,E_TEA,GIRLS_HOSTEL,Rusk,Rusk,False,DIRECT_MENU_ITEM
609,2026-10-30,2026-10-30,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
610,2026-10-30,2026-10-30,Dinner,DINNER,COMMON,Rajmah Ghiya Masala,Rajmah,False,COMPOUND_SPLIT_PRIMARY
611,2026-10-30,2026-10-30,Dinner,DINNER,COMMON,Rajmah Ghiya Masala,Ghiya Masala,False,COMPOUND_SPLIT_SECONDARY
612,2026-10-30,2026-10-30,Dinner,DINNER,COMMON,Jeera Rice,Jeera Rice,False,CANONICAL_MAPPING
613,2026-10-30,2026-10-30,Dinner,DINNER,COMMON,Kachumber Salad,Kachumber Salad,False,DIRECT_MENU_ITEM
614,2026-10-30,2026-10-30,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
615,2026-10-31,2026-10-31,Breakfast,BREAKFAST,COMMON,Stuffed Paratha,Stuffed Paratha,False,DIRECT_MENU_ITEM
616,2026-10-31,2026-10-31,Breakfast,BREAKFAST,COMMON,Curd,Plain Curd,False,CANONICAL_MAPPING
617,2026-10-31,2026-10-31,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
618,2026-10-31,2026-10-31,Breakfast,BREAKFAST,COMMON,Fat Spread,Fat Spread,False,DIRECT_MENU_ITEM
619,2026-10-31,2026-10-31,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
620,2026-10-31,2026-10-31,Lunch,LUNCH,COMMON,Black Chana,Black Chana,False,DIRECT_MENU_ITEM
621,2026-10-31,2026-10-31,Lunch,LUNCH,COMMON,Nutry Matar,Nutry Matar,False,CANONICAL_MAPPING
622,2026-10-31,2026-10-31,Lunch,LUNCH,COMMON,Mint Raita,Mint Raita,False,CANONICAL_MAPPING
623,2026-10-31,2026-10-31,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
624,2026-10-31,2026-10-31,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
625,2026-10-31,2026-10-31,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
626,2026-10-31,2026-10-31,E-Tea,E_TEA,COMMON,Rusk,Rusk,False,DIRECT_MENU_ITEM
627,2026-10-31,2026-10-31,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
628,2026-10-31,2026-10-31,Girls Hostel,E_TEA,GIRLS_HOSTEL,Samosa,Samosa,False,DIRECT_MENU_ITEM
629,2026-10-31,2026-10-31,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
630,2026-10-31,2026-10-31,Dinner,DINNER,COMMON,Chana Dal Tadka,Chana Dal Tadka,False,CANONICAL_MAPPING
631,2026-10-31,2026-10-31,Dinner,DINNER,COMMON,Dum Aloo,Dum Aloo,False,CANONICAL_MAPPING
632,2026-10-31,2026-10-31,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
633,2026-10-31,2026-10-31,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
634,2026-10-31,2026-10-31,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
635,2026-10-31,2026-10-31,Dessert,DINNER,COMMON,Chocolate,Chocolate,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
