dish,ingredient,quantity_g,basis,source,source_type,reason,notes
Khata Mitha Kaddu,Jaggery,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khata Mitha Kaddu,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khata Mitha Kaddu,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khichdi,"Rice, raw/parboiled",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khichdi,"Green gram, dal",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khichdi,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khichdi,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Lobiya Dal,Cowpea,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Lobiya Dal,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Lobiya Dal,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Lobiya Dal,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Malka Masoor,"Lentil, dal",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Malka Masoor,Onion,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Malka Masoor,Tomato,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Malka Masoor,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Masala Aloo,Potato,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Masala Aloo,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Masala Aloo,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Masala Aloo,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Matar Paneer,Paneer,45.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Matar Paneer,Green peas,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Matar Paneer,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Matar Paneer,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Matar Paneer,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mathi,"Wheat flour, refined",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mathi,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Milk,"Milk, whole, cow",150.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mint Raita,Curd / Dahi,90.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mint Raita,Mint leaves,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Dal Amritsari,"Black gram, dal",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Dal Amritsari,"Bengal gram, dal",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Dal Amritsari,"Red gram, dal",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Dal Amritsari,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Dal Amritsari,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Dal Amritsari,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Pakora,"Bengal gram, flour",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Pakora,Onion,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Pakora,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Pakora,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Raita,Curd / Dahi,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Raita,Cucumber,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Raita,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Veg,Potato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Veg,Cauliflower,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Veg,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Veg,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Veg,French beans,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Mix Veg,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Dal,"Green gram, dal",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Dal,Onion,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Dal,Tomato,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Dal,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Dal,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Sabut,"Green gram, whole",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Sabut,Onion,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Sabut,Tomato,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Moong Sabut,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Muffin,Commercial muffin,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namak Pare,"Wheat flour, refined",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namak Pare,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namkeen,Commercial namkeen,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namkeen Seviyan,"Wheat, vermicelli",45.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namkeen Seviyan,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namkeen Seviyan,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namkeen Seviyan,Green peas,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Namkeen Seviyan,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Masala,Soyabean chunks,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Masala,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Masala,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Matar,Soyabean chunks,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Matar,Green peas,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Matar,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Matar,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Nutry Matar,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Omelette,"Egg, whole",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Omelette,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Omelette,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Omelette,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Onion,Onion,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Palak Corn,Spinach,60.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Palak Corn,Sweet corn,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Palak Corn,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Palak Corn,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Palak Corn,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Panchmail Dal,"Red gram, dal",8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Panchmail Dal,"Bengal gram, dal",8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Panchmail Dal,"Green gram, dal",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Panchmail Dal,"Black gram, dal",4.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Panchmail Dal,"Lentil, dal",4.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Panchmail Dal,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Butter Masala,Paneer,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Butter Masala,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Butter Masala,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Butter Masala,Butter,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Butter Masala,"Milk, whole, cow",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Butter Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Chettinad,Paneer,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Chettinad,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Chettinad,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Chettinad,"Coconut, dry",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Chettinad,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Do Pyaza,Paneer,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Do Pyaza,Onion,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Do Pyaza,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Do Pyaza,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Kolhapuri,Paneer,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Kolhapuri,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Kolhapuri,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Kolhapuri,"Coconut, dry",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Kolhapuri,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Lababdar,Paneer,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Lababdar,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Lababdar,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Lababdar,"Milk, whole, cow",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Paneer Lababdar,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pav Bhaji,Commercial bun,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pav Bhaji,Potato,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pav Bhaji,Cauliflower,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pav Bhaji,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pav Bhaji,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pav Bhaji,Butter,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pickle,Commercial pickle,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Pink Sauce Pasta,Commercial pasta,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
